,word,reading,meaning
7939,近接,きんせつ,1. proximity; nearness; being nearby; being adjacent$2. approaching; drawing near; coming close$
7940,略奪,りゃくだつ,1. pillage; plunder; looting; robbery$
7941,デバイス,デバイス,1. device$2. Device$
7942,タイミング,タイミング,1. timing$2. Timing$
7943,血管,けっかん,1. blood vessel; vein$2. Blood vessel$
7944,連敗,れんぱい,1. consecutive defeats; series of defeats$
7945,愛国,あいこく,1. love of (one's) country; patriotism$2. Aikoku$
7946,慢性,まんせい,1. chronic (illness)$
7947,弦楽,げんがく,1. music for strings; string music$
7948,中原,ちゅうげん,1. middle of a field; middle of a country; field of contest$2. Central Plain (China)$
7949,中原,なかはら,1. Nakahara$
7950,半導体,はんどうたい,1. semiconductor; solid-state$2. Semiconductor$
7951,初年度,しょねんど,1. first year; initial (year)$
7952,崖,がけ,1. cliff; precipice$2. precipice; brink of a dangerous situation$3. Cliff$
7953,墨,すみ,1. sumi; India ink; Chinese ink; ink stick; ink-cake$2. squid ink; octopus ink$3. carpenter's inking string$4. Inkstick$
7954,墨,ぼく,1. Mexico$
7955,墨,ぼく,1. Boku$
7956,広範囲,こうはんい,1. extensive; vast range; wide scope$
7957,加算,かさん,1. addition; adding; supplement$
7958,危惧,きぐ,1. apprehensions; misgivings; uneasiness; anxiety; fear$
7959,整える,ととのえる,1. to put in order; to arrange; to tidy up; to straighten; to adjust; to fix$2. to get ready; to prepare; to arrange; to supply; to assemble; to buy$3. to work out (e.g. business deal); to arrange (e.g. marriage); to settle$
7960,エンド,エンド,1. end$2. End$
7961,セキュリティ,セキュリテ,1. security$
7962,ハンドル,ハンドル,1. handle$2. steering wheel$3. (bicycle) handlebar$4. Handle$
7963,帽,ぼう,1. hat; cap$
7964,解答,かいとう,1. answer; solution$
7965,急死,きゅうし,1. sudden death$
7966,公安,こうあん,1. public safety; public welfare$
7967,公安,こうあん,1. Kouan$
7968,一行,いちぎょう,1. (one) line; (one) row$2. Yi Xing$
7969,一行,いっこう,1. party; group; troop; company$2. one act; one action; one deed$
7970,混雑,こんざつ,1. congestion; crush; crowding; jam$2. confusion; disorder$
7971,腫瘍,しゅよう,1. tumor; tumour; neoplasm; neoplasia$2. Tumor$
7972,生理,せいり,1. physiology$2. menstruation; one's period; menses$
7973,逸話,いつわ,1. anecdote$2. Anecdote$
7974,元来,がんらい,1. originally; essentially; naturally; by nature; really; actually$2. in the first place; to begin with$
7975,最寄り,もより,1. nearest; neighbouring; neighboring; nearby$2. Moyori$
7976,告発,こくはつ,1. indictment; prosecution; complaint$
7977,プラスチック,プラスチク,1. plastic$
7978,単発,たんぱつ,1. firing one shot at a time; single-shot gun$2. having only one engine; single-engined aeroplane; single-engined airplane$3. one-shot (e.g. story); non-serial; one-off; single occasion$
7979,御所,ごしょ,"1. imperial palace (esp. Kyoto Imperial Palace); imperial residence; residence of a shogun, minister, etc.$2. emperor; ex-emperor; empress; imperial prince; shogun; minister$"
7980,御所,ごせ,1. Gose$
7981,部員,ぶいん,"1. staff; member (club, society, etc.)$"
7982,調印,ちょういん,1. signature; signing; sealing$
7983,書簡,しょかん,1. letter; note; epistle; correspondence$
7984,四日市,よっかいち,1. Yokkaichi$
7985,前橋,まえばし,1. Maebashi$
7986,失脚,しっきゃく,1. losing one's position; losing one's standing; falling (from power); being overthrown; downfall$
7987,庶民,しょみん,1. common people; ordinary people; masses$
7988,現金,げんきん,1. cash; ready money; money on hand; currency$2. mercenary; self-interested; calculating$3. Cash$
7989,引き受ける,ひきうける,1. to take on; to undertake; to accept; to take charge of; to assume responsibility for$2. to take over; to inherit$3. to guarantee; to vouch for$4. to contract (a disease)$
7990,ナイター,ナイタ,1. game under lights (e.g. baseball); night game$2. Night game$
7991,ニュータウン,ニュタウン,1. new town (esp. planned satellite towns of Osaka Prefecture); new housing development$2. New town$
7992,響く,ひびく,1. to resound; to be heard far away$2. to reverberate; to shake; to vibrate$3. to come (home); to remain (with someone)$4. to have an effect; to make an impression$
7993,順番,じゅんばん,1. turn (in line); order of things; sequential order$
7994,理学,りがく,1. physical science; natural science$2. physics$3. lixue (Song-era Chinese philosophy)$4. philosophy$
7995,旋律,せんりつ,1. melody; tune$
7996,親会社,おやがいしゃ,1. parent company$
7997,ゲリラ,ゲリラ,1. guerrilla; guerrilla warfare$2. sudden$3. Guerrilla warfare$
7998,中田,なかた,1. Nakata$
7999,内田,うちだ,1. Uchida$
8000,意義,いぎ,1. meaning; significance$
8001,平原,へいげん,1. plain; moor; prairie$2. Heigen$
8002,平原,ひらはら,1. Hirahara$
8003,運送,うんそう,1. transport; freight; shipping$
8004,原稿,げんこう,1. manuscript; copy; draft; notes; contribution$
8005,兼務,けんむ,1. serving concurrently as; holding the additional post of$2. additional post$
8006,注文,ちゅうもん,1. order (for an item)$2. request; demand; condition$
8007,注文,ちゅうぶん,1. annotation; explanatory note$
8008,男優,だんゆう,1. actor (male)$
8009,髭,ひげ,"1. moustache; beard; whiskers$2. whiskers (on a cat, etc.); feelers (on an insect, etc.); (chin) tuft$3. extremely short pulse appearing on an electrical signal$4. Beard$"
8010,髭,ひげ,1. Hige$
8011,意志,いし,1. will; volition; intention; intent; determination$2. Will (philosophy)$
8012,意志,いし,1. Ishi$
8013,塊,かたまり,"1. lump; mass; bundle; clump; clod; cluster$2. group; crowd$3. embodiment (of an idea, quality, feeling etc.); personification$"
8014,式典,しきてん,1. ceremony; rites$
8015,日高,ひだか,1. Hidaka$
8016,産出,さんしゅつ,1. production; output; turning out$
8017,デー,デ,1. day (as in holiday)$2. daytime$
8018,協,きょう,1. Kyou$
8019,ストップ,ストプ,1. stop$2. Stop$
8020,辺り,あたり,1. (in the) neighbourhood; neighborhood; vicinity; nearby; surroundings$2. around; about; or thereabouts$3. for instance; say; such as$
8021,辺り,わたり,1. neighbourhood; vicinity; nearby$
8022,フォーミュラ,フミュラ,1. formula$
8023,摂津,せっつ,1. Settsu (former province covering parts of modern Osaka and Hyogo)$
8024,摂津,せっつ,1. Settsu$
8025,条項,じょうこう,1. clause; article; stipulations$
8026,インディアナ,インデアナ,1. Indiana$2. Indiana$
8027,削る,けずる,"1. to shave (wood, leather, etc.); to sharpen (e.g. pencil); to plane; to whittle; to pare; to scrape off; to erode$2. to cut down (budget, expenses, staff, time, etc.); to curtail; to reduce$3. to delete; to erase; to remove; to cross out; to strike out$"
8028,削る,はつる,1. to shave off (esp. concrete)$2. to take a percentage; to take a cut$
8029,多彩,たさい,1. variegated; varicoloured; varicolored; multi-coloured; multi-colored; diverse$
8030,家畜,かちく,1. domestic animals; livestock; cattle$2. Livestock$
8031,幻想,げんそう,1. fantasy; illusion; vision; dream$
8032,民兵,みんぺい,1. militia; militiaman$2. Militia$
8033,シルバー,シルバ,1. silver$2. senior citizen; pensioner$
8034,ステレオ,ステレ,1. stereo$2. Stereophonic sound$
8035,薬品,やくひん,1. medicine; chemicals$
8036,通じる,つうじる,"1. to be open (to traffic); to lead to; to communicate (with)$2. to flow (liquid, current); to pass; to get through to$3. to be understood; to be comprehended$4. to be honored; to be good$5. to be well versed in; to be well-informed$6. to communicate clandestinely; to keep in touch (e.g. with the enemy)$7. to form a liaison; to be intimate$8. to spread widely; to disseminate$"
8037,精力,せいりょく,1. energy; vigor; vigour; vitality$
8038,有無,うむ,1. existence or nonexistence; presence or absence$2. consent or refusal; yes or no$
8039,固体,こたい,1. solid (body); solid matter; solid-state$2. Solid$
8040,原爆,げんばく,1. atomic bomb; A-bomb$
8041,商用,しょうよう,1. on business; for business; business purpose$
8042,通告,つうこく,1. announcement; notice$
8043,オックスフォード,クスフド,1. Oxford$2. Oxford (Britain)$3. Oxford$
8044,浮かぶ,うかぶ,1. to float; to be suspended$2. to rise to surface$3. to come to mind; to have inspiration$
8045,舞う,まう,1. to dance (orig. a whirling dance)$2. to flutter about; to revolve$
8046,分化,ぶんか,1. specialization; specialisation; differentiation$
8047,松尾,まつお,1. Matsuo$
8048,再発,さいはつ,1. return; relapse; reoccurrence$
8049,転写,てんしゃ,"1. transcription (of a text, DNA, RNA, etc.); copying; transfer (printing)$2. transcription; transliteration$3. Transcription$"
8050,難波,,1. Namba$
8051,難波,なんば,1. Nanba (Namba)$
8052,円形,えんけい,1. round shape; circle; circular form$
8053,年寄り,としより,1. old person; elderly person; senior citizen$2. trustee of the Japan Sumo Association; retired high-ranking wrestler who is licensed to coach and receives retirement pay$3. senior statesman (of the Tokugawa shogunate)$4. important local official (under the Tokugawa Shogunate)$5. Toshiyori$
8054,ベリー,ベリ,1. very$2. berry$3. belly$4. Berry (France); Bury (Britain); Very$5. Berry$
8055,女の子,おんなのこ,1. girl; daughter$2. young woman$
8056,女の子,めのこ,1. woman; girl$
8057,幸せ,しあわせ,1. happiness; good fortune; luck; blessing$
8058,出羽,でわ,1. Dewa$
8059,模索,もさく,1. groping (for); exploring for a solution$
8060,河野,こうの,1. Kouno$
8061,堆積,たいせき,1. accumulation; pile; heap$2. sedimentation$3. Sedimentation$
8062,斉藤,さいとう,1. Saitou$
8063,獅子,しし,1. lion$2. left-hand guardian dog at a Shinto shrine$
8064,獅子,しし,1. Shishi$
8065,篤,あつ,1. Atsu$
8066,伊賀,いが,1. Iga$
8067,本文,ほんぶん,"1. text (of a book, document, etc.); body (of a letter)$2. this passage; this sentence$"
8068,ビタミン,ビタミン,1. vitamin$2. Vitamin$
8069,改定,かいてい,"1. revision (of a rule, price, etc.); alteration; change$"
8070,要す,ようす,1. to need; to require; to take; to demand$
8071,追撃,ついげき,1. pursuit; chase$
8072,グラント,グラント,1. grant$2. grunt$3. Grant$
8073,諦める,あきらめる,"1. to give up; to abandon (hope, plans); to resign oneself (to)$"
8074,大石,たいせき,1. large stone; boulder$2. large group of stones (in the game of go)$
8075,大石,おおいし,1. Ooishi$
8076,徴兵,ちょうへい,1. conscription; recruitment; enlistment$
8077,ハミルトン,ハミルトン,1. Hamilton (New Zealand)$2. Hamilton$
8078,瓶,びん,1. bottle; jar; decanter; flagon; phial; vial$
8079,視察,しさつ,1. inspection; observation$
8080,対馬,たいま,1. playing on equal terms; having no handicap for either player$2. being evenly matched$3. Tsushima Island$
8081,対馬,つしま,1. Tsushima$
8082,親善,しんぜん,1. friendship; goodwill; friendly relations; amity$
8083,ガール,ガル,1. girl$2. Galle (Sri Lanka); Gard (France); Gahl$3. Girl (The Beatles song)$
8084,バット,バト,"1. bat (in baseball, cricket, etc.)$2. bat (animal)$3. vat; tray$"
8085,再選,さいせん,1. re-election$
8086,刈る,かる,"1. to cut (grass, hair, etc.); to mow; to clip; to trim; to prune; to shear; to reap; to harvest$"
8087,卓,たく,"1. table; desk$2. counter for tables, desks, etc.$3. offering table before an altar (sometimes used in tea ceremony)$4. tabletop incense burner$"
8088,卓,たく,1. Taku$
8089,南下,なんか,1. going south$
8090,交点,こうてん,1. point of intersection$
8091,洗礼,せんれい,1. baptism$2. Baptism$
8092,亜科,あか,1. subfamily$
8093,レット,レト,1. let$
8094,退ける,しりぞける,1. to repel; to drive away; to repulse; to reject$
8095,退ける,のける,"1. to put something out of the way; to move (something, someone) aside$2. to remove; to exclude; to take away$3. to set aside; to keep apart$4. to remove (someone) from the group; to shun$5. to do well despite difficulties; to accomplish despite adversity$6. to do resolutely; to do boldly$"
8096,遺構,いこう,1. (archaeological) remains; remnants (of ancient structures); ancient foundation$2. Feature (archaeology)$
8097,予言,よげん,1. prediction; prophecy; prognostication$2. Prediction$
8098,予言,かねごと,1. promise; prediction$
8099,検事,けんじ,1. public prosecutor$
8100,耶,耶路撒冷エルサレム,1. Jerusalem$2. Jerusalem (Israel)$3. Jerusalem$
8101,激化,げきか,1. intensification; aggravation$
8102,燃える,もえる,1. to burn; to get fired up$
8103,ない,ない,1. not$2. emphatic suffix$
8104,相応しい,ふさわしい,1. appropriate; adequate; suitable; fitting; worthy$
8105,賭ける,かける,1. to wager; to bet; to risk; to stake; to gamble$
8106,舎,舎路シアトル,1. Seattle$2. Seattle$3. Seattle$
8107,浮く,うく,"1. to float$2. to become merry; to be cheerful$3. to become loose; to become unsteady$4. to feel out of it; to be cut off (e.g. from those around you); to feel out of place$5. to be frivolous; to be uncertain$6. to have (time, money, etc.) left over; to be saved (e.g. money)$7. to have no basis; to be unreliable$"
8108,一説,いっせつ,1. one theory (opinion); another theory (opinion)$
8109,揃える,そろえる,1. to collect; to gather; to get together; to complete (a collection)$2. to arrange; to put in order; to prepare; to get ready$3. to make uniform; to make even; to match$
8110,操る,あやつる,"1. to operate (e.g. a machine); to handle; to manage; to control; to maneuver; to steer$2. to have a good command of (a language); to play proficiently (of a musical instrument)$3. to work (a puppet); to pull the strings of a puppet$4. to manipulate (a person, public opinion, etc.); to pull the strings; to control from the shadows; to mastermind$"
8111,アプローチ,アプロチ,1. approach$2. approach shot$
8112,壺,こ,"1. hu (ancient Chinese vessel shaped like a vase, usually used to store alcohol)$"
8113,壺,つぼ,1. Tsubo$
8114,保育,ほいく,1. nursing; nurturing; rearing; lactation; suckling$
8115,以南,いなん,1. south of; and south$
8116,ロール,ロル,1. roll$
8117,祖母,そぼ,1. grandmother$
8118,舵,かじ,1. rudder; helm$2. Rudder$
